official_id,official_name,official_branch,official_province,official_address,official_latitude,official_longitude,official_url,official_about,google_name,google_feature_id,google_place_id,google_cid_decimal,google_latitude,google_longitude,google_rating,google_categories,google_address,google_maps_url,google_query,distance_km_from_official
5,Hermina Daan Mogot,Daan Mogot,DKI JAKARTA,"Jl. Kintamani Raya No.2, RT.1/RW.12, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840",-6.152921751862705,106.71254602772905,,"RS Hermina Daan Mogot memiliki produk pilihan berupa layanan Uroflowmetry yang mampu mendiagnosis pasien untuk menentukan seberapa baik fungsi saluran kemih. Didirikan pada tahun 2002, rumah sakit ini juga menawarkan beberapa program terkait dengan kehamilan, dari kelas prenatal hingga kelas pijat bayi, didukung fasilitas lain, seperti Laser Mata dan Endoskopi.",Hermina Hospital Daan Mogot,0x2e69f81a76d7d8a3:0x2632007eb29b1535,ChIJo9jXdhr4aS4RNRWbsn4AMiY,2752262866439181621,-6.1529478,106.7123001,4.3,Rumah Sakit,"Hermina Hospital Daan Mogot, Jl. Kintamani Raya No.2, RT.1/RW.12, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840",https://www.google.com/maps/search/?api=1&query=Hermina+Hospital+Daan+Mogot&query_place_id=ChIJo9jXdhr4aS4RNRWbsn4AMiY,"Hermina Daan Mogot Jl. Kintamani Raya No.2, RT.1/RW.12, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840",0.0273
4,Hermina Depok,Depok,JAWA BARAT,"Hermina Depok Hospital, Jalan Siliwangi Raya, Depok, Depok City, West Java, Indonesia",-6.399785500000001,106.8251903,,"RSU Hermina Depok – yang berdiri tahun 2000 – menjadi rumah sakit pilihan bagi warga Depok dalam hal masalah kesehatan. Ini karena Rumah Sakit memiliki layanan unggulan Pelayanan Jantung Terpadu dan Cerebrovaskular . Tersedia 180 tempat tidur dan didukung dengan fasilitas Hemodialisis, Thalassemia, Kemoterapi, dan Cath Lab.",RSU Hermina Depok,0x2e69ebe73955c329:0x4f2bdf277a20025e,ChIJKcNVOefraS4RXgIgeiffK08,5704898713640501854,-6.3994449,106.8253027,4.3,Rumah Sakit Umum,"RSU Hermina Depok, Jl. Siliwangi No.50, Depok, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16436",https://www.google.com/maps/search/?api=1&query=RSU+Hermina+Depok&query_place_id=ChIJKcNVOefraS4RXgIgeiffK08,"Hermina Depok Hermina Depok Hospital, Jalan Siliwangi Raya, Depok, Depok City, West Java, Indonesia",0.0399
12,Hermina Grand Wisata,Grand Wisata,JAWA BARAT,"Hermina Grand Wisata Hospital, Lambangsari, Bekasi, West Java, Indonesia",-6.2765728,107.0475854,,"Rumah Sakit Hermina Grand Wisata yang berlokasi di Bekasi Tambun Selatan. Rumah sakit ini memberikan pelayanan kesehatan seperti fasilitas ESWL, ESWT, KTK, Gigi Spesialistik, Bobath, Neurorehab, Kemoterapi, PICU, NICU dan ICU.",Rumah Sakit Hermina Grand Wisata,0x2e698e31f87fd191:0x937cb4ec2bcbeef2,ChIJkdF_-DGOaS4R8u7LK-y0fJM,10627568147127594738,-6.2767206,107.0475187,4.6,Rumah Sakit,"Rumah Sakit Hermina Grand Wisata, Jl. West Gateway Blvd No.1 Blok JA 1, Lambangsari, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",https://www.google.com/maps/search/?api=1&query=Rumah+Sakit+Hermina+Grand+Wisata&query_place_id=ChIJkdF_-DGOaS4R8u7LK-y0fJM,"Hermina Grand Wisata Hermina Grand Wisata Hospital, Lambangsari, Bekasi, West Java, Indonesia",0.018
1,Hermina Jatinegara,Jatinegara,DKI JAKARTA,"Hermina Jatinegara Hospital, Jl. Raya Jatinegara Barat, RT.7/RW.1, Bidara Cina, East Jakarta City, Jakarta, Indonesia",-6.2203579,106.8642864,,"Dibangun sebagai rumah sakit Hermina pertama pada tahun 1991, RS Hermina Jatinegara sekarang telah menawarkan layanan premium untuk pasien dengan produk-produk Obgyn, Pusat Pediatrik, Fetomaternal, Fertilitas dan Onkologi Wanita. Dengan layanan tersebut, pasien bisa mendapatkan perawatan yang lebih komprehensif dalam mendeteksi dini tumor, kanker, atau kelainan lainnya.",Rumah Sakit Hermina Jatinegara,0x2e69f381fe05c171:0x3ec158f5116d7d17,ChIJccEF_oHzaS4RF31tEfVYwT4,4521993310439308567,-6.220675,106.864987,4.3,Rumah Sakit Swasta|Rumah Sakit,"Rumah Sakit Hermina Jatinegara, Jl. Jatinegara Bar. No.126, RT.10/RW.1, Kp. Melayu, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13320",https://www.google.com/maps/search/?api=1&query=Rumah+Sakit+Hermina+Jatinegara&query_place_id=ChIJccEF_oHzaS4RF31tEfVYwT4,"Hermina Jatinegara Hermina Jatinegara Hospital, Jl. Raya Jatinegara Barat, RT.7/RW.1, Bidara Cina, East Jakarta City, Jakarta, Indonesia",0.0851
32,Hermina Karawang,Hermina Karawang,JAWA BARAT,"RS Hermina Karawang, Jl. Tuparev 386A, Sukasari, Kec. Karawang Timur, Kab. Karawang, Jawa Barat",-6.3083101,107.3126232,,Rumah Sakit Hermina Karawang merupakan Rumah Sakit Hermina yang ke 37 yang berdiri sejak bulan Maret 2020. Mengutamakan Mutu Pelayanan dan Keselamatan Pasien merupakan Moto kami.,Rumah Sakit Hermina Karawang,0x2e6977bde0af54d3:0x9f3213f911127790,ChIJ01Sv4L13aS4RkHcSEfkTMp8,11471253161320282000,-6.308296299999999,107.3125829,4.4,Rumah Sakit Swasta|Rumah Sakit Umum,"Rumah Sakit Hermina Karawang, Jalan Tuparev, Blok Gg. Sukasari No.386A, RT.2/RW.4, Karawang Wetan, Kec. Karawang Tim., Karawang, Jawa Barat 41314",https://www.google.com/maps/search/?api=1&query=Rumah+Sakit+Hermina+Karawang&query_place_id=ChIJ01Sv4L13aS4RkHcSEfkTMp8,"Hermina Karawang RS Hermina Karawang, Jl. Tuparev 386A, Sukasari, Kec. Karawang Timur, Kab. Karawang, Jawa Barat",0.0047
2,Hermina Kemayoran,Kemayoran,DKI JAKARTA,"HERMINA HOSPITALS, Jalan Selangit B10 kav4, RW.10, South Gunung Sahari, Kemayoran, Central Jakarta City, Jakarta, Indonesia",-6.1539794,106.8458819,,"Berdiri tahun 1996, RS Hermina Kemayoran berlokasi strategis di kawasan bisnis Kemayoran, Jakarta Pusat. Rumah sakit ini menyediakan layanan bersalin, pediatrik dan kardiologi. Dengan layanan bersalin yang yang personal dan berkualitas, rumah sakit ini telah menjadi pilihan perawatan ibu dan anak bagi masyarakat sekitar di daerah Jakarta Pusat. Rumah sakit ini juga didukung dengan 220 tempat tidur, dengan produk Hemodialisa dan Cath Lab.",RSU Hermina Kemayoran,0x2e69f54442ba7b95:0x49941a6d7bde08ee,ChIJlXu6QkT1aS4R7gjee20alEk,5301891718853822702,-6.1545808,106.8458593,4.5,Rumah Sakit Umum|Dokter Kandungan|Rumah Sakit|Klinik Kesehatan Perempuan,"RSU Hermina Kemayoran, Jl. Selangit Kav. 4, RW.10, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10620",https://www.google.com/maps/search/?api=1&query=RSU+Hermina+Kemayoran&query_place_id=ChIJlXu6QkT1aS4R7gjee20alEk,"Hermina Kemayoran HERMINA HOSPITALS, Jalan Selangit B10 kav4, RW.10, South Gunung Sahari, Kemayoran, Central Jakarta City, Jakarta, Indonesia",0.0669
38,Hermina Kendari,kendari,SULAWESI TENGGARA,"Hermina Kendari Hospital, Jalan DI Panjaitan, RT.06/RW.03, Wundudopi, Kota Kendari, Sulawesi Tenggara, Indonesia",-4.018496,122.5003203,,"Rumah Sakit Hermina Kendari diresmikan pada tanggal 22 Januari 2020 berlantai 4 dengan kapasitas 100 tempat tidur.  Rsu Hermina Kendari melayani rawat jalan instalasi darurat 24 jam. Selain itu RSU Hermina Kendari mempunyai 16 poli yang terdiri dari berbagai dokter spesialis profesional. 

Pelayanan rawat inap di RSU Hermina Kendari terdiri dari ruang Deluxe, ruang kelas 1, kelas 2, dan kelas 3.  Untuk pelayanan unggulan RSU Hermina Kendari mempunyai PERINA, NICU, PICU



Fasilitas
PMO (Persona Maternity Officer)
Senam Hamil
Gigi Spesialistik
Spesialis Bedah Plastik & Rekonstruksi Estetika
PICU (Unit Perawatan Intensif Anak)
Sub Spesilalis Bedah Onkologi
Sub Spesialis Bedah Digestif
Spesialis Urologi
Spesilalis Rehabilitasi Medik
Spesialis Neurologi
Spesialis Ortopedi
ICU/NICU (Unit Perawatan Intensif/ Unit Perawatan Intensif Neonatal)
Perina",Rumah Sakit Hermina Kendari,0x2d988d5baf9708ad:0xf7bb6d166a70f814,ChIJrQiXr1uNmC0RFPhwahZtu_c,17850981491055589396,-4.018496,122.5003203,4.4,Rumah Sakit Umum|Dokter,"Rumah Sakit Hermina Kendari, Jl. DI Panjaitan, RT.06/RW.03, Wundudopi, Kec. Baruga, Kota Kendari, Sulawesi Tenggara 93117",https://www.google.com/maps/search/?api=1&query=Rumah+Sakit+Hermina+Kendari&query_place_id=ChIJrQiXr1uNmC0RFPhwahZtu_c,"Hermina Kendari Hermina Kendari Hospital, Jalan DI Panjaitan, RT.06/RW.03, Wundudopi, Kota Kendari, Sulawesi Tenggara, Indonesia",0.0
35,Hermina Lampung,Lampung,LAMPUNG,"Jl. Tulang Bawang No.21-23, Enggal, Engal, Kota Bandar Lampung, Lampung 35213, Indonesia Telp (0721) 242525 (0721) 240488",-5.417827099999998,105.2603551,,"RS Hermina Lampung 
Rumah Sakit Hermina Lampung adalah Rumah Sakit Umum Type C yang merupakan anggota ke 32 Group Hermina Hospitals. RS Hermina Lampung Memiliki kapasitas 100 Tempat Tidur 
1. Suite Room
2. Executiv 
3. Deluxe
4. Kelas 1
5. Kelas 2
6. Kelas 3

Fasilitas
IGD 24 Jam 
Ekkardiografi
Operasi Katarak
Screening Jantung
Foto Panoramik Gigi
Kebidanan dan Kandungan SubSpesialistik
KTK (Klinik Tumbuh Kembang)
Gigi Spesialistik
PICU (Unit Perawatan Intensif Anak)
ICU/NICU (Unit Perawatan Intensif/Unit Perawatan Intensif Neonatal)
Perina",Hermina Hospital Lampung,0x2e40dbd1d05a628d:0xc4381451b73fa417,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,14139073371328979991,-5.4177028,105.2608453,4.1,Rumah Sakit,"Hermina Hospital Lampung, Jl. Tulang Bawang No.21-23, Enggal, Engal, Kota Bandar Lampung, Lampung 35213",https://www.google.com/maps/search/?api=1&query=Hermina+Hospital+Lampung&query_place_id=ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,"Hermina Lampung Jl. Tulang Bawang No.21-23, Enggal, Engal, Kota Bandar Lampung, Lampung 35213, Indonesia Telp (0721) 242525 (0721) 240488",0.056
56,Hermina Madiun,Hermina Madiun,JAWA TIMUR,"Manguharjo, Kec. Manguharjo, Kota Madiun, Jawa Timur ",-7.6194152,111.5026286,,"Rumah Sakit Hermina Madiun  adalah rumah sakit anggota ke - 49 dari Rumah Sakit  Hermina Group, Rumah Sakit Tipe C dengan Kepemilikan PT. Medikaloka Malang dan Jumlah Tempat Tidur 100 Tempat Tidur  dengan tenaga medis yang kompeten dan memiliki fasilitas penunjang medik yang lengkap. Pelayanan Unggulan RS Hermina Madiun adalah: Pelayanan Gawat Darurat, Perinatologi, Klinik Tumbuh kembang, dan Trauma Center",RS Hermina Madiun,0x2e79bfbd6a28986d:0x8ead4bdb50788705,ChIJbZgoar2_eS4RBYd4UNtLrY4,10280956929676707589,-7.619387,111.50261619999999,4.7,Rumah Sakit,"RS Hermina Madiun, Jl. Sido Makmur Jl. Ring Road Barat, Manguharjo, Kec. Manguharjo, Kota Madiun, Jawa Timur 63127",https://www.google.com/maps/search/?api=1&query=RS+Hermina+Madiun&query_place_id=ChIJbZgoar2_eS4RBYd4UNtLrY4,"Hermina Madiun Manguharjo, Kec. Manguharjo, Kota Madiun, Jawa Timur",0.0034
24,Hermina Makassar,Makassar,SULAWESI SELATAN,"Hermina Makassar Hospital, Jalan Toddopuli Raya Timur, Borong, Makassar City, South Sulawesi, Indonesia",-5.162662300000001,119.4574846,,Terletak di area Borong RS Hermina Makassar mulai beroperasi pada tahun 2016 di gedung berlantai 5 dengan 105 tempat tidur yang didukung dengan fasilitas KTK.,RS Hermina Makassar,0x2dbee2e6bbd6ca03:0x91e4ad5093ca55d4,ChIJA8rWu-bivi0R1FXKk1Ct5JE,10512717991778080212,-5.1627496,119.45753739999999,4.3,Rumah Sakit,"RS Hermina Makassar, Jl. Toddopuli Raya Timur No.7, Borong, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90231",https://www.google.com/maps/search/?api=1&query=RS+Hermina+Makassar&query_place_id=ChIJA8rWu-bivi0R1FXKk1Ct5JE,"Hermina Makassar Hermina Makassar Hospital, Jalan Toddopuli Raya Timur, Borong, Makassar City, South Sulawesi, Indonesia",0.0113
37,Hermina Manado,Manado,SULAWESI UTARA,"Jl. Ringroad II, Lingkungan I, Kelurahan Paniki Bawah, Kecamatan Mapanget, Kota Manado, Provinsi Sulawesi Utara, Indonesia",1.5067333,124.8900033,,"RS Hermina Manado adalah rumah sakit cabang yang ke 38 dari PT Medika Loka Hermina Tbk yang berlokasi di Jln Ring Road 2 Lingk. 1 Kel. Paniki Bawah Kec. Mapanget -Manado. RS Hermina Manado diresmikan pada tanggal 25 Juli 2020 dengan fasilitas dan pelayanan umum yang memiliki keunggulan pada ibu dan anak. Suatu tantangan tersendiri ketika beroperasional pada saat pandemi covid-19 masih menjadi momok yang menakutkan ketika kita harus beraktifitas diluar rumah ataupun berkunjung di tempat keramaian. Tidak terkecuali rumah sakit sebagai salah satu pusat pelayanan kesehatan masyarakat secara signifikan mengalami presentasi penurunan pengunjung. Dalam situasi ini,  RS Hermina Manado dengan fasilitas dan pelayanan kesehatan yang ada dan ditunjang oleh tenaga dokter yang kompeten dibidangnya berupaya memberikan kepuasan sekaligus memberikan rasa nyaman bagi pasien, keluarga [pengunjung]. Protokol kesehatan pencegahan penyebaran covid-19 selalu diterapkan. RS Hermina Manado mengutamakan mutu dalam pelayanan dan mendedikasikan sebagai rumah sakit aman.",RS Hermina Manado,0x32870bde32480e53:0x331d7fcd51868282,ChIJUw5IMt4LhzIRgoKGUc1_HTM,3683240590071726722,1.4975589999999999,124.90208319999999,4.5,Klinik Medis,"RS Hermina Manado, Jl. Ring Road Manado II, Lingkungan I, Paniki Bawah, Kec. Mapanget, Kota Manado, Sulawesi Utara",https://www.google.com/maps/search/?api=1&query=RS+Hermina+Manado&query_place_id=ChIJUw5IMt4LhzIRgoKGUc1_HTM,"Hermina Manado Jl. Ringroad II, Lingkungan I, Kelurahan Paniki Bawah, Kecamatan Mapanget, Kota Manado, Provinsi Sulawesi Utara, Indonesia",1.6863
26,Hermina Medan,Medan,SUMATERA UTARA,"Hermina Medan Hospital, Jalan Asrama, Sei Sikambing C. II, Medan City, North Sumatra, Indonesia",3.5956205,98.6278631,,"Berada di area Sei Sikambing yang sedang berkembang, RSU Hermina Medan mulai beroperasi pada 2017 dengan 5 lantai dan 50 tempat tidur, serta layanan Poli Gigi dan KTK.",Rumah Sakit Hermina Medan,0x30312e44baaa2cf3:0x452549dac0d426df,ChIJ8yyqukQuMTAR3ybUwNpJJUU,4982469766642149087,3.5952607999999997,98.6279194,4.4,Rumah Sakit|Kardiolog|Dermatolog|Dokter Kandungan|Internis|Dokter Syaraf|Dokter Anak|Pulmonologis|Ahli Bedah,"Rumah Sakit Hermina Medan, Jl. Asrama, Sei Sikambing C. II, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123",https://www.google.com/maps/search/?api=1&query=Rumah+Sakit+Hermina+Medan&query_place_id=ChIJ8yyqukQuMTAR3ybUwNpJJUU,"Hermina Medan Hermina Medan Hospital, Jalan Asrama, Sei Sikambing C. II, Medan City, North Sumatra, Indonesia",0.0405
17,Hermina Mekarsari,Mekarsari,JAWA BARAT,"Hermina Hospital Mekarsari, Cileungsi Kidul, Bogor, West Java, Indonesia",-6.4061043,106.9767547,,"RS Hermina Mekarsari dibangun pada tahun 2013 berlantai 6  dan pada tahun 2025 dibangun gedung 2 berlantai 8 dengan kapasitas menjadi  200 tempat tidur. Rumah sakit ini menyediakan layanan Obstetri, Ginekologi dan Pediatri, Penyakit lain-lain dengan produk unggulan Gigi Spesialistik, Klinik Tumbubh Kembang, Perina, NICU, PICU, ICU, Unit Gawat Darurat 24 Jam",RS Hermina Mekarsari,0x2e699445fca1434f:0x6628eb69db056e00,ChIJT0Oh_EWUaS4RAG4F22nrKGY,7361392430815735296,-6.4054984,106.9767395,4.2,Rumah Sakit,"RS Hermina Mekarsari, Jl. Raya Cileungsi - Jonggol No.1, Cileungsi Kidul, Kec. Cileungsi, Kabupaten Bogor, Jawa Barat 16820",https://www.google.com/maps/search/?api=1&query=RS+Hermina+Mekarsari&query_place_id=ChIJT0Oh_EWUaS4RAG4F22nrKGY,"Hermina Mekarsari Hermina Hospital Mekarsari, Cileungsi Kidul, Bogor, West Java, Indonesia",0.0674
46,Hermina Metland Cibitung,https://herminahospitals.com/id/branch/hermina-metland-cibitung,JAWA BARAT,"Perumahan Metland Cibitung, Desa Telaga Murni Kec. Cikarang Barat Kab.Bekasi",-6.253930772547774,107.11505941349321,,"RS Hermina Metland Cibitung berdiri diatas luas lahan 14.472m2 dengan luas bangunan 6.496m2, RS Hermina Metland Cibitung yang merupakan anggota Hermina Hospitals ke-42, merupakan salah satu Rumah Sakit Umum terbesar di wilayah Kabupaten Bekasi yang memiliki berbagai layanan serta fasilitas unggulan terbaik sesuai standar RS Hermina. Dengan bangunan 4 lantai serta 100 Tempat Tidur dan ditambah adanya fasilitas Poliklinik Eksekutif akan membuat pasien yang berkunjung ke RS Hermina Metlan Cibitung merasa nyaman.",Rumah Sakit Hermina Metland Cibitung,0x2e699bdde35ba0a1:0xba080b9b9ab8c6fe,ChIJoaBb492baS4R_sa4mpsLCLo,13404977053811918590,-6.2539681,107.1150916,4.6,Rumah Sakit,"Rumah Sakit Hermina Metland Cibitung, Perumahan Metland Cibitung, Jl. Metland Cibitung, Telagamurni, Kec. Cikarang Bar., Kabupaten Bekasi, Jawa Barat 17530",https://www.google.com/maps/search/?api=1&query=Rumah+Sakit+Hermina+Metland+Cibitung&query_place_id=ChIJoaBb492baS4R_sa4mpsLCLo,"Hermina Metland Cibitung Perumahan Metland Cibitung, Desa Telaga Murni Kec. Cikarang Barat Kab.Bekasi",0.0055
44,Hermina Mutiara Bunda Salatiga,RSIA Hermina Mutiara Bunda Salatiga,JAWA TENGAH,"Jl. Merak No.8, Mangunsari, Sidomukti, Kota Salatiga, Jawa Tengah 50721, Indonesia",-7.3307779,110.4946576,,"Dipenghujung tahun 2020,  pada tanggal 29 Desember. Rumah Sakit Hermina kembali membuka anggota baru di wilayah Jawa Tengah, tepatnya di kota Salatiga sebagai Anggota RS Hermina yang ke-40. Terletak di JL. Merak no. 8 Sidomukti, Kel. Mangunsari, Kec. Sidomukti, Kota Salatiga bernama RS Ibu dan Anak Mutiara Bunda Salatiga memiliki 36 Tempat Tidur, berfokus pada pelayanan Ibu dan Anak, memiliki 4 Dokter Spesilais Kebidanan & Kandungan, 3 Dokter Spesialis Anak, 3 Dokter Spesialis Penyakit Dalam, 1 Dokter Spesialis THT, 2 Dokter Spesialis Saraf, 1 Dokter Spesialis Gizi Klinik , 2 Dokter Spesialis Bedah Umum dan Psikologi. Memiliki fasilitas pendukung seperti Rawat Inap, Rawat Jalan, IGD, Farmasi, Laboratorium,  Perina, Poli Obsgyn, Poli Anak, Poli Psikologi,Poli Penyakit dalam, Poli THT, Poli Gizi klinik, Poli Saraf, Poli Bedah Umum dan Fisioterapi .
Jam Kunjungan Ditiadakan selama Pandemi Covid-19",RSIA Hermina Mutiara Bunda Salatiga,0x2e7a784852f19c2b:0x5cbec276d9f15045,ChIJK5zxUkh4ei4RRVDx2XbCvlw,6682992712782794821,-7.330802899999999,110.49537009999999,4.8,Rumah Sakit Bersalin|Rumah Sakit Anak|Rumah Sakit,"RSIA Hermina Mutiara Bunda Salatiga, Jl. Merak No.8, Mangunsari, Kec. Sidomukti, Kota Salatiga, Jawa Tengah 50721",https://www.google.com/maps/search/?api=1&query=RSIA+Hermina+Mutiara+Bunda+Salatiga&query_place_id=ChIJK5zxUkh4ei4RRVDx2XbCvlw,"Hermina Mutiara Bunda Salatiga Jl. Merak No.8, Mangunsari, Sidomukti, Kota Salatiga, Jawa Tengah 50721, Indonesia",0.0786
57,Hermina Nusantara,Hermina Nusantara,KALIMANTAN TIMUR,Kalimantan timur ,-0.9716721,116.7132572,,,RS Hermina Nusantara,0x2df6c9006fd8c59f:0x8b8d5e7cad2316c2,ChIJn8XYbwDJ9i0RwhYjrXxejYs,10055797432561899202,-0.9710285,116.7131606,4.7,Rumah Sakit,"RS Hermina Nusantara, Kawasan Inti Pusat Pemerintahan, Bumi Harapan, Kec. Sepaku, Kabupaten Penajam Paser Utara, Kalimantan Timur 76147",https://www.google.com/maps/search/?api=1&query=RS+Hermina+Nusantara&query_place_id=ChIJn8XYbwDJ9i0RwhYjrXxejYs,Hermina Nusantara Kalimantan timur,0.0724
29,Hermina OPI Jakabaring,OPI Jakabaring,SUMATERA SELATAN,"Jl. Gub. H.A Bastari RT. 010 RW. 005 Kel. Jakabaring Selatan Kec. Rambutan, Kab. Banyuasin, Sumatera Selatan, Indonesia",-3.0336135,104.7912981,,"Rumah sakit Hermina baru dibuka lagi di Sumatera Selatan, tepatnya di kota Opi Jakabaring, pada tahun 2018. Dibangun dengan 6 lantai dan berkapasitas 200 tempat tidur.",RS Hermina OPI Jakabaring,0x2e3b9c532e60fedb:0x795c22b909767420,ChIJ2_5gLlOcOy4RIHR2CbkiXHk,8744902754569712672,-3.0338819,104.79099389999999,4.4,Rumah Sakit|Dokter,"RS Hermina OPI Jakabaring, Jl. Gubernur H. A Bastari, RT.010/RW.005, Kelurahan Jakabaring Selatan, Kec. Rambutan, Kab. Banyuasin, Sumatera Selatan 30257",https://www.google.com/maps/search/?api=1&query=RS+Hermina+OPI+Jakabaring&query_place_id=ChIJ2_5gLlOcOy4RIHR2CbkiXHk,"Hermina OPI Jakabaring Jl. Gub. H.A Bastari RT. 010 RW. 005 Kel. Jakabaring Selatan Kec. Rambutan, Kab. Banyuasin, Sumatera Selatan, Indonesia",0.0451
31,Hermina Padang,Padang,SUMATERA BARAT,"RS Hermina Padang, Jalan Khatib Sulaiman, Lolong Belanti, Padang City, West Sumatra, Indonesia",-0.9177899,100.3604524,,"Berdiri pada tahun 2018, RS Hermina Padang berlokasi strategis di pusat Kota Padang . Rumah Sakit ini merupakan rumah sakit umum dengan layanan unggulan  Ibu dan Anak  (persalianan dan  klinik tumbuh kembang) , Trauma Center IGD 24 JAM, Hemodialisis, Layanan Kemoterapi dan Layanan Code Stroke yang didukung dengan 141 tempat tidur.",Rumah Sakit Hermina Padang,0x2fd4b8cf8e82b7ef:0x2e5878e6175093d5,ChIJ77eCjs-41C8R1ZNQF-Z4WC4,3339552053324190677,-0.9176751,100.36052989999999,4.3,Rumah Sakit|Dokter,"Rumah Sakit Hermina Padang, Jl. Khatib Sulaiman, Lolong Belanti, Kec. Padang Utara, Kota Padang, Sumatera Barat 25173",https://www.google.com/maps/search/?api=1&query=Rumah+Sakit+Hermina+Padang&query_place_id=ChIJ77eCjs-41C8R1ZNQF-Z4WC4,"Hermina Padang RS Hermina Padang, Jalan Khatib Sulaiman, Lolong Belanti, Padang City, West Sumatra, Indonesia",0.0154
15,Hermina Palembang,Palembang,SUMATERA SELATAN,"Hermina Palembang Hospital, Jalan Jendral Basuki Rachmat, Pahlawan, Palembang City, South Sumatra, Indonesia",-2.955308800000001,104.7483291,,"RS Hermina Palembang dibangun pada tahun 2011, yang menyediakan layanan khusus obgyn, pediatrik dan perawatan kecantikan. Rumah sakit ini memiliki 150 tempat tidur, termasuk fasilitas ICU, PICU, NICU, Hemodialisis, Kemoterapi, Bobath, dan Sperm Washing.",Rumah Sakit Hermina Palembang,0x2e3b742b613938d1:0xb92e89a530a4ff05,ChIJ0Tg5YSt0Oy4RBf-kMKWJLrk,13343754088524087045,-2.9558049,104.7483075,4.3,Rumah Sakit|Dokter Gigi,"Rumah Sakit Hermina Palembang, Jl. Jend. Basuki Rachmat No.897, Pahlawan, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30127",https://www.google.com/maps/search/?api=1&query=Rumah+Sakit+Hermina+Palembang&query_place_id=ChIJ0Tg5YSt0Oy4RBf-kMKWJLrk,"Hermina Palembang Hermina Palembang Hospital, Jalan Jendral Basuki Rachmat, Pahlawan, Palembang City, South Sumatra, Indonesia",0.0552
8,Hermina Pandanaran,Pandanaran,JAWA TENGAH,"Hermina Pandanaran Hospital, Jalan Pandanaran, Pekunden, Semarang City, Central Java, Indonesia",-6.985675,110.4126031,,"RS Hermina Pandanaran Berdiri pada Tahun 2005 sebagai RSIA, Tahun 2009 berkembang menjadi Rumah Sakit Umum yang berlokasi strategis di tengah kota Semarang.  Terletak di salah satu jalan paling strategis di Kota Semarang, rumah sakit ini menjadi pilihan keluarga setempat sejak pendiriannya pada tahun 2005. Rumah sakit berkapasitas 150 tempat tidur. RSU Hermina Pandanaran memiliki Klinik Infertilitas yang telah didukung dengan pelayanan dokter ahli di bidangnya (Dokter spesialis kandungan konsultas fertilitas dan Dokter spesialis Andrologi), sehingga dapat membantu pasangan suami istri memiliki keturunan dengan memberikan pelayanan teknologi reproduksi terkini.",Rumah Sakit Umum Hermina Pandanaran,0x2e708b4f8a59392f:0xb152356ce5b811ce,ChIJLzlZik-LcC4RzhG45Ww1UrE,12777333834630304206,-6.9858560999999995,110.412656,4.2,Rumah Sakit,"Rumah Sakit Umum Hermina Pandanaran, Jl. Pandanaran No.24, Pekunden, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",https://www.google.com/maps/search/?api=1&query=Rumah+Sakit+Umum+Hermina+Pandanaran&query_place_id=ChIJLzlZik-LcC4RzhG45Ww1UrE,"Hermina Pandanaran Hermina Pandanaran Hospital, Jalan Pandanaran, Pekunden, Semarang City, Central Java, Indonesia",0.021
